date,week,year,region,sku_id,medicine_name,category,units_ordered,unit_price_lkr,stock_level_units,lead_time_days,stockout_flag,expiry_risk_flag,generic_vs_brand,shelf_life_weeks,pharmacy_count_region,population_density_per_km2,rainfall_mm,weather_condition,dengue_index,flu_index,school_term_active
2023-07-31,31,2023,North Western,SKU011,Metformin 500mg,Diabetes,704,775.0,1573,2,0,0,Generic,260,290,316.9,122.3,Rainy,1.513,0.944,True
2023-07-31,31,2023,North Western,SKU012,Amlodipine 5mg,Cardiovascular,293,930.0,635,2,0,0,Generic,260,290,316.9,122.3,Rainy,1.513,0.944,True
2023-07-31,31,2023,North Western,SKU013,Vitamin C 500mg,Supplement,258,1860.0,455,10,0,0,Generic,130,290,316.9,122.3,Rainy,1.513,0.944,True
2023-07-31,31,2023,North Western,SKU014,Zinc Supplement,Supplement,239,2480.0,560,2,0,0,Generic,130,290,316.9,122.3,Rainy,1.513,0.944,True
2023-07-31,31,2023,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,150,1705.0,462,2,0,0,Generic,130,290,316.9,122.3,Rainy,1.513,0.944,True
2023-07-31,31,2023,North Central,SKU001,Paracetamol 500mg,Antipyretic,223,465.0,1091,8,0,0,Generic,260,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU002,Ibuprofen 400mg,Antipyretic,92,620.0,395,7,0,0,Generic,260,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU003,Amoxicillin 500mg,Antibiotic,47,2635.0,121,4,1,0,Generic,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU004,Azithromycin 250mg,Antibiotic,40,3720.0,80,4,0,0,Brand,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,16,139500.0,61,6,0,1,Brand,78,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU006,ORS Sachets,Rehydration,107,1085.0,398,4,0,0,Generic,104,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,39,1550.0,96,8,0,0,Generic,52,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU008,Children's Multivitamin,Paediatric,55,5580.0,160,4,0,0,Brand,104,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU009,Salbutamol Inhaler,Respiratory,33,10850.0,156,4,0,0,Brand,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU010,Cetirizine 10mg,Antihistamine,100,1240.0,351,5,0,0,Generic,260,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU011,Metformin 500mg,Diabetes,155,775.0,508,5,0,0,Generic,260,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU012,Amlodipine 5mg,Cardiovascular,116,930.0,450,4,0,0,Generic,260,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU013,Vitamin C 500mg,Supplement,138,1860.0,504,4,0,0,Generic,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU014,Zinc Supplement,Supplement,77,2480.0,321,4,0,0,Generic,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,114,1705.0,166,5,0,0,Generic,130,160,114.6,104.5,Rainy,0.827,0.944,True
2023-07-31,31,2023,Uva,SKU001,Paracetamol 500mg,Antipyretic,77,465.0,275,4,0,0,Generic,260,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU002,Ibuprofen 400mg,Antipyretic,106,620.0,310,4,0,0,Generic,260,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU003,Amoxicillin 500mg,Antibiotic,30,2635.0,65,4,0,0,Generic,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU004,Azithromycin 250mg,Antibiotic,31,3720.0,123,4,0,0,Brand,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU005,Dengue Rapid Test Kit,Diagnostics,45,139500.0,104,6,0,0,Brand,78,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU006,ORS Sachets,Rehydration,171,1085.0,439,5,0,0,Generic,104,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU007,Paediatric Paracetamol Syrup,Paediatric,44,1550.0,156,4,0,0,Generic,52,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU008,Children's Multivitamin,Paediatric,51,5580.0,135,5,0,0,Brand,104,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU009,Salbutamol Inhaler,Respiratory,46,10850.0,135,4,0,0,Brand,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU010,Cetirizine 10mg,Antihistamine,82,1240.0,300,4,0,0,Generic,260,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU011,Metformin 500mg,Diabetes,94,775.0,386,4,0,0,Generic,260,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU012,Amlodipine 5mg,Cardiovascular,99,930.0,363,4,0,0,Generic,260,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU013,Vitamin C 500mg,Supplement,66,1860.0,177,4,0,0,Generic,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU014,Zinc Supplement,Supplement,49,2480.0,168,4,0,0,Generic,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,91,1705.0,346,9,0,0,Generic,130,130,152.9,96.7,Rainy,0.937,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU001,Paracetamol 500mg,Antipyretic,227,465.0,691,7,0,0,Generic,260,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU002,Ibuprofen 400mg,Antipyretic,144,620.0,410,10,0,0,Generic,260,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU003,Amoxicillin 500mg,Antibiotic,41,2635.0,114,6,0,0,Generic,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU004,Azithromycin 250mg,Antibiotic,103,3720.0,269,10,0,0,Brand,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU005,Dengue Rapid Test Kit,Diagnostics,82,139500.0,117,5,0,0,Brand,78,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU006,ORS Sachets,Rehydration,482,1085.0,1149,6,0,0,Generic,104,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU007,Paediatric Paracetamol Syrup,Paediatric,120,1550.0,308,7,0,0,Generic,52,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU008,Children's Multivitamin,Paediatric,30,5580.0,103,6,0,0,Brand,104,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,57,10850.0,131,5,0,0,Brand,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,47,1240.0,46,5,0,0,Generic,260,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,170,775.0,591,5,0,0,Generic,260,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,91,930.0,122,4,0,0,Generic,260,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,112,1860.0,290,4,0,0,Generic,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,71,2480.0,178,4,0,0,Generic,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-07-31,31,2023,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,43,1705.0,127,13,0,0,Generic,130,150,382.4,226.2,Heavy Rain,1.323,0.944,True
2023-08-07,32,2023,Western,SKU001,Paracetamol 500mg,Antipyretic,2839,465.0,5037,2,0,0,Generic,260,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU002,Ibuprofen 400mg,Antipyretic,1972,620.0,4687,2,0,0,Generic,260,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU003,Amoxicillin 500mg,Antibiotic,364,2635.0,706,2,0,0,Generic,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU004,Azithromycin 250mg,Antibiotic,139,3720.0,151,3,0,0,Brand,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU005,Dengue Rapid Test Kit,Diagnostics,1801,139500.0,1643,7,0,0,Brand,78,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU006,ORS Sachets,Rehydration,12806,1085.0,19818,3,0,0,Generic,104,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,807,1550.0,1188,6,0,0,Generic,52,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU008,Children's Multivitamin,Paediatric,272,5580.0,176,2,0,0,Brand,104,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU009,Salbutamol Inhaler,Respiratory,210,10850.0,277,4,0,0,Brand,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU010,Cetirizine 10mg,Antihistamine,728,1240.0,508,2,0,0,Generic,260,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU011,Metformin 500mg,Diabetes,991,775.0,1600,2,0,0,Generic,260,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU012,Amlodipine 5mg,Cardiovascular,1270,930.0,2653,3,0,0,Generic,260,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU013,Vitamin C 500mg,Supplement,1157,1860.0,1585,3,0,0,Generic,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU014,Zinc Supplement,Supplement,931,2480.0,1984,3,1,0,Generic,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Western,SKU015,Omeprazole 20mg,Gastrointestinal,529,1705.0,803,3,0,0,Generic,130,650,1614.2,275.3,Heavy Rain,2.144,0.696,True
2023-08-07,32,2023,Central,SKU001,Paracetamol 500mg,Antipyretic,215,465.0,575,4,0,0,Generic,260,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU002,Ibuprofen 400mg,Antipyretic,128,620.0,399,5,0,0,Generic,260,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU003,Amoxicillin 500mg,Antibiotic,54,2635.0,146,5,1,0,Generic,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU004,Azithromycin 250mg,Antibiotic,14,3720.0,33,7,0,0,Brand,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU005,Dengue Rapid Test Kit,Diagnostics,362,139500.0,140,5,0,0,Brand,78,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU006,ORS Sachets,Rehydration,296,1085.0,715,4,0,0,Generic,104,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,181,1550.0,630,5,0,0,Generic,52,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU008,Children's Multivitamin,Paediatric,167,5580.0,102,5,1,0,Brand,104,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU009,Salbutamol Inhaler,Respiratory,39,10850.0,56,5,1,0,Brand,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU010,Cetirizine 10mg,Antihistamine,214,1240.0,660,14,0,0,Generic,260,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU011,Metformin 500mg,Diabetes,431,775.0,956,6,0,0,Generic,260,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU012,Amlodipine 5mg,Cardiovascular,435,930.0,1009,5,1,0,Generic,260,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU013,Vitamin C 500mg,Supplement,101,1860.0,319,6,0,0,Generic,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU014,Zinc Supplement,Supplement,165,2480.0,494,13,0,0,Generic,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Central,SKU015,Omeprazole 20mg,Gastrointestinal,84,1705.0,296,5,0,0,Generic,130,280,466.4,248.7,Heavy Rain,1.083,0.696,True
2023-08-07,32,2023,Southern,SKU001,Paracetamol 500mg,Antipyretic,168,465.0,286,4,0,0,Generic,260,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU002,Ibuprofen 400mg,Antipyretic,167,620.0,190,2,0,0,Generic,260,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU003,Amoxicillin 500mg,Antibiotic,26,2635.0,57,2,0,0,Generic,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU004,Azithromycin 250mg,Antibiotic,4,3720.0,8,8,0,0,Brand,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU005,Dengue Rapid Test Kit,Diagnostics,104,139500.0,258,3,0,0,Brand,78,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU006,ORS Sachets,Rehydration,326,1085.0,689,3,0,0,Generic,104,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU007,Paediatric Paracetamol Syrup,Paediatric,91,1550.0,238,4,0,0,Generic,52,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU008,Children's Multivitamin,Paediatric,119,5580.0,415,4,0,1,Brand,104,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU009,Salbutamol Inhaler,Respiratory,33,10850.0,43,3,1,0,Brand,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU010,Cetirizine 10mg,Antihistamine,82,1240.0,177,4,0,0,Generic,260,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU011,Metformin 500mg,Diabetes,155,775.0,314,3,0,0,Generic,260,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU012,Amlodipine 5mg,Cardiovascular,264,930.0,362,3,0,0,Generic,260,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU013,Vitamin C 500mg,Supplement,249,1860.0,442,4,0,0,Generic,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU014,Zinc Supplement,Supplement,87,2480.0,76,4,0,0,Generic,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,150,1705.0,278,4,0,0,Generic,130,260,449.7,190.0,Heavy Rain,0.965,0.696,True
2023-08-07,32,2023,Northern,SKU001,Paracetamol 500mg,Antipyretic,223,465.0,625,5,0,0,Generic,260,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU002,Ibuprofen 400mg,Antipyretic,123,620.0,257,5,0,0,Generic,260,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU003,Amoxicillin 500mg,Antibiotic,25,2635.0,59,5,0,0,Generic,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU004,Azithromycin 250mg,Antibiotic,11,3720.0,50,5,0,0,Brand,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU005,Dengue Rapid Test Kit,Diagnostics,192,139500.0,713,5,0,0,Brand,78,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU006,ORS Sachets,Rehydration,735,1085.0,2605,5,0,0,Generic,104,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU007,Paediatric Paracetamol Syrup,Paediatric,149,1550.0,504,5,0,0,Generic,52,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU008,Children's Multivitamin,Paediatric,58,5580.0,333,5,0,0,Brand,104,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU009,Salbutamol Inhaler,Respiratory,26,10850.0,29,10,0,0,Brand,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU010,Cetirizine 10mg,Antihistamine,34,1240.0,166,9,0,0,Generic,260,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU011,Metformin 500mg,Diabetes,129,775.0,543,9,0,0,Generic,260,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU012,Amlodipine 5mg,Cardiovascular,170,930.0,483,5,0,0,Generic,260,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU013,Vitamin C 500mg,Supplement,108,1860.0,340,5,0,0,Generic,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU014,Zinc Supplement,Supplement,145,2480.0,659,5,0,0,Generic,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,120,1705.0,613,6,0,1,Generic,130,180,123.8,54.9,Cloudy,1.513,0.696,True
2023-08-07,32,2023,Eastern,SKU001,Paracetamol 500mg,Antipyretic,54,465.0,159,4,0,0,Generic,260,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU002,Ibuprofen 400mg,Antipyretic,45,620.0,121,6,0,0,Generic,260,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU003,Amoxicillin 500mg,Antibiotic,9,2635.0,30,4,0,0,Generic,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU004,Azithromycin 250mg,Antibiotic,1,3720.0,2,9,0,0,Brand,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU005,Dengue Rapid Test Kit,Diagnostics,21,139500.0,49,5,1,0,Brand,78,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU006,ORS Sachets,Rehydration,120,1085.0,325,4,0,0,Generic,104,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU007,Paediatric Paracetamol Syrup,Paediatric,124,1550.0,342,7,0,0,Generic,52,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU008,Children's Multivitamin,Paediatric,115,5580.0,345,9,0,0,Brand,104,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU009,Salbutamol Inhaler,Respiratory,27,10850.0,75,4,0,0,Brand,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU010,Cetirizine 10mg,Antihistamine,70,1240.0,193,4,0,0,Generic,260,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU011,Metformin 500mg,Diabetes,363,775.0,1144,5,0,0,Generic,260,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,104,930.0,339,6,0,0,Generic,260,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU013,Vitamin C 500mg,Supplement,75,1860.0,132,4,0,0,Generic,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU014,Zinc Supplement,Supplement,57,2480.0,155,4,1,0,Generic,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,60,1705.0,183,4,0,0,Generic,130,200,170.1,118.1,Rainy,0.803,0.696,True
2023-08-07,32,2023,North Western,SKU001,Paracetamol 500mg,Antipyretic,723,465.0,691,5,0,0,Generic,260,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU002,Ibuprofen 400mg,Antipyretic,432,620.0,866,2,0,0,Generic,260,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU003,Amoxicillin 500mg,Antibiotic,47,2635.0,135,4,0,0,Generic,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU004,Azithromycin 250mg,Antibiotic,22,3720.0,22,2,0,0,Brand,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU005,Dengue Rapid Test Kit,Diagnostics,326,139500.0,1048,4,0,0,Brand,78,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU006,ORS Sachets,Rehydration,1072,1085.0,2371,4,0,0,Generic,104,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,315,1550.0,862,4,0,0,Generic,52,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU008,Children's Multivitamin,Paediatric,114,5580.0,239,2,0,0,Brand,104,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU009,Salbutamol Inhaler,Respiratory,28,10850.0,34,5,0,0,Brand,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU010,Cetirizine 10mg,Antihistamine,108,1240.0,190,4,0,0,Generic,260,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU011,Metformin 500mg,Diabetes,379,775.0,633,2,0,0,Generic,260,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU012,Amlodipine 5mg,Cardiovascular,467,930.0,1065,5,0,0,Generic,260,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU013,Vitamin C 500mg,Supplement,309,1860.0,569,13,0,0,Generic,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU014,Zinc Supplement,Supplement,157,2480.0,398,2,0,0,Generic,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,245,1705.0,482,4,0,0,Generic,130,290,316.9,175.3,Heavy Rain,1.356,0.696,True
2023-08-07,32,2023,North Central,SKU001,Paracetamol 500mg,Antipyretic,1,465.0,3,4,0,0,Generic,260,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU002,Ibuprofen 400mg,Antipyretic,3,620.0,7,5,0,0,Generic,260,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU003,Amoxicillin 500mg,Antibiotic,1,2635.0,2,7,0,0,Generic,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU004,Azithromycin 250mg,Antibiotic,1,3720.0,3,4,0,0,Brand,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,1,139500.0,2,4,0,0,Brand,78,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU006,ORS Sachets,Rehydration,1,1085.0,2,5,0,0,Generic,104,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,26,1550.0,112,4,0,0,Generic,52,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU008,Children's Multivitamin,Paediatric,48,5580.0,103,5,0,0,Brand,104,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU009,Salbutamol Inhaler,Respiratory,15,10850.0,44,4,0,0,Brand,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU010,Cetirizine 10mg,Antihistamine,46,1240.0,160,4,0,0,Generic,260,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU011,Metformin 500mg,Diabetes,112,775.0,335,11,0,0,Generic,260,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU012,Amlodipine 5mg,Cardiovascular,67,930.0,110,14,0,0,Generic,260,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU013,Vitamin C 500mg,Supplement,41,1860.0,99,11,0,0,Generic,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU014,Zinc Supplement,Supplement,34,2480.0,100,4,0,0,Generic,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,70,1705.0,160,4,0,0,Generic,130,160,114.6,61.0,Cloudy,0.574,0.696,True
2023-08-07,32,2023,Uva,SKU001,Paracetamol 500mg,Antipyretic,1,465.0,3,4,0,0,Generic,260,130,152.9,123.7,Rainy,0.597,0.696,True
2023-08-07,32,2023,Uva,SKU002,Ibuprofen 400mg,Antipyretic,8,620.0,26,6,0,0,Generic,260,130,152.9,123.7,Rainy,0.597,0.696,True
2023-08-07,32,2023,Uva,SKU003,Amoxicillin 500mg,Antibiotic,3,2635.0,16,4,0,0,Generic,130,130,152.9,123.7,Rainy,0.597,0.696,True
2023-08-07,32,2023,Uva,SKU004,Azithromycin 250mg,Antibiotic,1,3720.0,4,5,0,0,Brand,130,130,152.9,123.7,Rainy,0.597,0.696,True
