date,week,year,region,sku_id,medicine_name,category,units_ordered,unit_price_lkr,total_value_lkr,dengue_index,flu_index,school_term_active,rolling_mean,rolling_std,z_score,is_anomaly,anomaly_type,deviation_pct
2024-01-29,5,2024,Northern,SKU013,Vitamin C 500mg,Supplement,141,1860.0,262260.0,1.0,1.462,True,155.75,13.937359864766355,-1.0583066049179084,False,NORMAL,-9.5
2024-01-29,5,2024,Northern,SKU014,Zinc Supplement,Supplement,76,2480.0,188480.0,1.0,1.462,True,79.25,8.65544144839919,-0.3754863364711551,False,NORMAL,-4.1
2024-01-29,5,2024,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,106,1705.0,180730.0,1.0,1.462,True,106.25,4.9916597106239795,-0.05008354224706333,False,NORMAL,-0.2
2024-01-29,5,2024,Sabaragamuwa,SKU001,Paracetamol 500mg,Antipyretic,247,465.0,114855.0,1.0,1.462,True,234.75,18.080837001274762,0.6775128827905662,False,NORMAL,5.2
2024-01-29,5,2024,Sabaragamuwa,SKU002,Ibuprofen 400mg,Antipyretic,142,620.0,88040.0,1.0,1.462,True,142.75,24.185050478894325,-0.031010892478992583,False,NORMAL,-0.5
2024-01-29,5,2024,Sabaragamuwa,SKU003,Amoxicillin 500mg,Antibiotic,110,2635.0,289850.0,1.0,1.462,True,103.5,10.472185381603339,0.6206918387272495,False,NORMAL,6.3
2024-01-29,5,2024,Sabaragamuwa,SKU004,Azithromycin 250mg,Antibiotic,79,3720.0,293880.0,1.0,1.462,True,84.0,17.90716802475106,-0.2792177966437275,False,NORMAL,-6.0
2024-01-29,5,2024,Sabaragamuwa,SKU005,Dengue Rapid Test Kit,Diagnostics,36,139500.0,5022000.0,1.0,1.462,True,41.5,4.4347115652166895,-1.2402159462046678,False,NORMAL,-13.3
2024-01-29,5,2024,Sabaragamuwa,SKU006,ORS Sachets,Rehydration,197,1085.0,213745.0,1.0,1.462,True,196.75,25.96632434519757,0.009627854781311668,False,NORMAL,0.1
2024-01-29,5,2024,Sabaragamuwa,SKU007,Paediatric Paracetamol Syrup,Paediatric,131,1550.0,203050.0,1.0,1.462,True,113.25,10.594810050208544,1.6753485825496812,False,NORMAL,15.7
2024-01-29,5,2024,Sabaragamuwa,SKU008,Children's Multivitamin,Paediatric,96,5580.0,535680.0,1.0,1.462,True,75.5,18.80602740258204,1.0900760464267631,False,NORMAL,27.2
2024-01-29,5,2024,Sabaragamuwa,SKU009,Salbutamol Inhaler,Respiratory,38,10850.0,412300.0,1.0,1.462,True,51.0,3.559026084010437,-3.6526846651686067,True,DROP,-25.5
2024-01-29,5,2024,Sabaragamuwa,SKU010,Cetirizine 10mg,Antihistamine,121,1240.0,150040.0,1.0,1.462,True,103.5,13.674794331177342,1.2797267422224787,False,NORMAL,16.9
2024-01-29,5,2024,Sabaragamuwa,SKU011,Metformin 500mg,Diabetes,161,775.0,124775.0,1.0,1.462,True,121.75,13.098982148752375,2.996416023342577,True,SPIKE,32.2
2024-01-29,5,2024,Sabaragamuwa,SKU012,Amlodipine 5mg,Cardiovascular,90,930.0,83700.0,1.0,1.462,True,121.0,16.30950643030009,-1.900731952403394,False,NORMAL,-25.6
2024-01-29,5,2024,Sabaragamuwa,SKU013,Vitamin C 500mg,Supplement,127,1860.0,236220.0,1.0,1.462,True,119.0,13.4412301024373,0.5951836207721315,False,NORMAL,6.7
2024-01-29,5,2024,Sabaragamuwa,SKU014,Zinc Supplement,Supplement,64,2480.0,158720.0,1.0,1.462,True,68.5,5.744562646538029,-0.7833494518006403,False,NORMAL,-6.6
2024-01-29,5,2024,Sabaragamuwa,SKU015,Omeprazole 20mg,Gastrointestinal,70,1705.0,119350.0,1.0,1.462,True,79.25,4.924428900898052,-1.8783904054971954,False,NORMAL,-11.7
2024-01-29,5,2024,Southern,SKU001,Paracetamol 500mg,Antipyretic,522,465.0,242730.0,1.0,1.462,True,487.0,50.61620293937506,0.6914781822318996,False,NORMAL,7.2
2024-01-29,5,2024,Southern,SKU002,Ibuprofen 400mg,Antipyretic,358,620.0,221960.0,1.0,1.462,True,319.5,34.645827069552446,1.1112449393316601,False,NORMAL,12.1
2024-01-29,5,2024,Southern,SKU003,Amoxicillin 500mg,Antibiotic,226,2635.0,595510.0,1.0,1.462,True,215.75,34.42261853297431,0.2977693283322203,False,NORMAL,4.8
2024-01-29,5,2024,Southern,SKU004,Azithromycin 250mg,Antibiotic,163,3720.0,606360.0,1.0,1.462,True,147.5,24.11776661854631,0.6426797408380535,False,NORMAL,10.5
2024-01-29,5,2024,Southern,SKU005,Dengue Rapid Test Kit,Diagnostics,86,139500.0,11997000.0,1.0,1.462,True,78.25,6.1305247192498395,1.2641658511978608,False,NORMAL,9.9
2024-01-29,5,2024,Southern,SKU006,ORS Sachets,Rehydration,281,1085.0,304885.0,1.0,1.462,True,355.5,50.20956084253277,-1.483781151435419,False,NORMAL,-21.0
2024-01-29,5,2024,Southern,SKU007,Paediatric Paracetamol Syrup,Paediatric,274,1550.0,424700.0,1.0,1.462,True,262.75,33.58943286213685,0.3349267624188255,False,NORMAL,4.3
2024-01-29,5,2024,Southern,SKU008,Children's Multivitamin,Paediatric,176,5580.0,982080.0,1.0,1.462,True,138.0,18.93849694845572,2.006495029854974,True,SPIKE,27.5
2024-01-29,5,2024,Southern,SKU009,Salbutamol Inhaler,Respiratory,91,10850.0,987350.0,1.0,1.462,True,106.25,13.81725973797506,-1.103692069860077,False,NORMAL,-14.4
2024-01-29,5,2024,Southern,SKU010,Cetirizine 10mg,Antihistamine,239,1240.0,296360.0,1.0,1.462,True,197.75,13.175102782647778,3.1309053660156763,True,SPIKE,20.9
2024-01-29,5,2024,Southern,SKU011,Metformin 500mg,Diabetes,287,775.0,222425.0,1.0,1.462,True,292.5,15.800843859321782,-0.34808267513859703,False,NORMAL,-1.9
2024-01-29,5,2024,Southern,SKU012,Amlodipine 5mg,Cardiovascular,224,930.0,208320.0,1.0,1.462,True,248.25,13.793114224133726,-1.7581236264664528,False,NORMAL,-9.8
2024-01-29,5,2024,Southern,SKU013,Vitamin C 500mg,Supplement,281,1860.0,522660.0,1.0,1.462,True,264.75,32.448677425538726,0.5007908269078,False,NORMAL,6.1
2024-01-29,5,2024,Southern,SKU014,Zinc Supplement,Supplement,169,2480.0,419120.0,1.0,1.462,True,129.25,10.719919153924003,3.7080503527351323,True,SPIKE,30.8
2024-01-29,5,2024,Southern,SKU015,Omeprazole 20mg,Gastrointestinal,171,1705.0,291555.0,1.0,1.462,True,173.0,39.85808157283372,-0.0501780296762489,False,NORMAL,-1.2
2024-01-29,5,2024,Uva,SKU001,Paracetamol 500mg,Antipyretic,192,465.0,89280.0,1.0,1.462,True,186.0,16.206994374857622,0.37021053140537724,False,NORMAL,3.2
2024-01-29,5,2024,Uva,SKU002,Ibuprofen 400mg,Antipyretic,77,620.0,47740.0,1.0,1.462,True,118.0,8.755950357709132,-4.682529973905318,True,DROP,-34.7
2024-01-29,5,2024,Uva,SKU003,Amoxicillin 500mg,Antibiotic,82,2635.0,216070.0,1.0,1.462,True,80.75,5.315072906367326,0.23518021709589926,False,NORMAL,1.5
2024-01-29,5,2024,Uva,SKU004,Azithromycin 250mg,Antibiotic,62,3720.0,230640.0,1.0,1.462,True,64.75,11.176612486199325,-0.2460495077015195,False,NORMAL,-4.2
2024-01-29,5,2024,Uva,SKU005,Dengue Rapid Test Kit,Diagnostics,32,139500.0,4464000.0,1.0,1.462,True,27.25,1.707825127659933,2.7813152079033197,True,SPIKE,17.4
2024-01-29,5,2024,Uva,SKU006,ORS Sachets,Rehydration,179,1085.0,194215.0,1.0,1.462,True,132.25,24.157469514279292,1.935219248537867,False,NORMAL,35.3
2024-01-29,5,2024,Uva,SKU007,Paediatric Paracetamol Syrup,Paediatric,115,1550.0,178250.0,1.0,1.462,True,96.5,8.42614977317636,2.1955460676586283,True,SPIKE,19.2
2024-01-29,5,2024,Uva,SKU008,Children's Multivitamin,Paediatric,59,5580.0,329220.0,1.0,1.462,True,54.25,7.04154339142587,0.67456802237189,False,NORMAL,8.8
2024-01-29,5,2024,Uva,SKU009,Salbutamol Inhaler,Respiratory,36,10850.0,390600.0,1.0,1.462,True,45.5,5.507570547286103,-1.7248984681060866,False,NORMAL,-20.9
2024-01-29,5,2024,Uva,SKU010,Cetirizine 10mg,Antihistamine,105,1240.0,130200.0,1.0,1.462,True,78.5,8.225975119502044,3.2215025714306034,True,SPIKE,33.8
2024-01-29,5,2024,Uva,SKU011,Metformin 500mg,Diabetes,106,775.0,82150.0,1.0,1.462,True,97.25,12.606215398233788,0.6941020539142883,False,NORMAL,9.0
2024-01-29,5,2024,Uva,SKU012,Amlodipine 5mg,Cardiovascular,90,930.0,83700.0,1.0,1.462,True,95.0,4.163331998932265,-1.2009611535381535,False,NORMAL,-5.3
2024-01-29,5,2024,Uva,SKU013,Vitamin C 500mg,Supplement,99,1860.0,184140.0,1.0,1.462,True,104.0,21.354156504062622,-0.2341464528954235,False,NORMAL,-4.8
2024-01-29,5,2024,Uva,SKU014,Zinc Supplement,Supplement,52,2480.0,128960.0,1.0,1.462,True,55.0,1.1547005383792515,-2.598076211353316,True,DROP,-5.5
2024-01-29,5,2024,Uva,SKU015,Omeprazole 20mg,Gastrointestinal,62,1705.0,105710.0,1.0,1.462,True,59.0,6.97614984548545,0.4300366343107469,False,NORMAL,5.1
2024-01-29,5,2024,Western,SKU001,Paracetamol 500mg,Antipyretic,2363,465.0,1098795.0,1.0,1.462,True,2321.75,227.67282812550704,0.18118104096840446,False,NORMAL,1.8
2024-01-29,5,2024,Western,SKU002,Ibuprofen 400mg,Antipyretic,1062,620.0,658440.0,1.0,1.462,True,1062.5,31.649117944528353,-0.015798228591278714,False,NORMAL,-0.0
2024-01-29,5,2024,Western,SKU003,Amoxicillin 500mg,Antibiotic,956,2635.0,2519060.0,1.0,1.462,True,894.25,93.50356499442502,0.6604026274686076,False,NORMAL,6.9
2024-01-29,5,2024,Western,SKU004,Azithromycin 250mg,Antibiotic,808,3720.0,3005760.0,1.0,1.462,True,701.0,12.806248474865699,8.355296261040424,True,SPIKE,15.3
2024-01-29,5,2024,Western,SKU005,Dengue Rapid Test Kit,Diagnostics,228,139500.0,31806000.0,1.0,1.462,True,305.5,31.096623610932426,-2.4922319853642843,True,DROP,-25.4
2024-01-29,5,2024,Western,SKU006,ORS Sachets,Rehydration,1428,1085.0,1549380.0,1.0,1.462,True,1590.75,146.44538231026607,-1.111335826589535,False,NORMAL,-10.2
2024-01-29,5,2024,Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,1173,1550.0,1818150.0,1.0,1.462,True,1119.25,111.7896089386964,0.48081391920313116,False,NORMAL,4.8
2024-01-29,5,2024,Western,SKU008,Children's Multivitamin,Paediatric,647,5580.0,3610260.0,1.0,1.462,True,604.25,88.53389181550759,0.4828659299094758,False,NORMAL,7.1
2024-01-29,5,2024,Western,SKU009,Salbutamol Inhaler,Respiratory,476,10850.0,5164600.0,1.0,1.462,True,460.25,53.431420219442664,0.29477037921348154,False,NORMAL,3.4
2024-01-29,5,2024,Western,SKU010,Cetirizine 10mg,Antihistamine,805,1240.0,998200.0,1.0,1.462,True,861.75,37.68620437242254,-1.505856080362598,False,NORMAL,-6.6
2024-01-29,5,2024,Western,SKU011,Metformin 500mg,Diabetes,1149,775.0,890475.0,1.0,1.462,True,1126.25,92.34852462275725,0.24634936067396324,False,NORMAL,2.0
2024-01-29,5,2024,Western,SKU012,Amlodipine 5mg,Cardiovascular,956,930.0,889080.0,1.0,1.462,True,989.5,143.6419158880861,-0.23321883304661872,False,NORMAL,-3.4
2024-01-29,5,2024,Western,SKU013,Vitamin C 500mg,Supplement,1227,1860.0,2282220.0,1.0,1.462,True,1074.25,166.39386006300433,0.9180026230665114,False,NORMAL,14.2
2024-01-29,5,2024,Western,SKU014,Zinc Supplement,Supplement,563,2480.0,1396240.0,1.0,1.462,True,516.0,102.12084344866462,0.4602390502544816,False,NORMAL,9.1
2024-01-29,5,2024,Western,SKU015,Omeprazole 20mg,Gastrointestinal,717,1705.0,1222485.0,1.0,1.462,True,700.75,136.01562410252728,0.11947156885264082,False,NORMAL,2.3
2024-02-05,6,2024,Central,SKU001,Paracetamol 500mg,Antipyretic,541,465.0,251565.0,1.0,1.354,True,568.4,116.50450635061289,-0.23518403586502845,False,NORMAL,-4.8
2024-02-05,6,2024,Central,SKU002,Ibuprofen 400mg,Antipyretic,371,620.0,230020.0,1.0,1.354,True,335.4,54.52338947644396,0.6529307943223245,False,NORMAL,10.6
2024-02-05,6,2024,Central,SKU003,Amoxicillin 500mg,Antibiotic,204,2635.0,537540.0,1.0,1.354,True,237.4,19.743353311937668,-1.6917085700839356,False,NORMAL,-14.1
2024-02-05,6,2024,Central,SKU004,Azithromycin 250mg,Antibiotic,192,3720.0,714240.0,1.0,1.354,True,188.4,27.464522570035694,0.13107819336090196,False,NORMAL,1.9
2024-02-05,6,2024,Central,SKU005,Dengue Rapid Test Kit,Diagnostics,96,139500.0,13392000.0,1.0,1.354,True,86.2,8.700574693662482,1.1263623777792908,False,NORMAL,11.4
2024-02-05,6,2024,Central,SKU006,ORS Sachets,Rehydration,406,1085.0,440510.0,1.0,1.354,True,449.2,48.34976732105337,-0.8934893049875966,False,NORMAL,-9.6
2024-02-05,6,2024,Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,303,1550.0,469650.0,1.0,1.354,True,311.8,52.342143632067646,-0.16812456252954555,False,NORMAL,-2.8
2024-02-05,6,2024,Central,SKU008,Children's Multivitamin,Paediatric,156,5580.0,870480.0,1.0,1.354,True,190.2,13.14153720079961,-2.6024352765914673,True,DROP,-18.0
2024-02-05,6,2024,Central,SKU009,Salbutamol Inhaler,Respiratory,136,10850.0,1475600.0,1.0,1.354,True,121.0,20.248456731316587,0.7407971974871922,False,NORMAL,12.4
2024-02-05,6,2024,Central,SKU010,Cetirizine 10mg,Antihistamine,226,1240.0,280240.0,1.0,1.354,True,234.2,34.84537272006141,-0.2353253634528934,False,NORMAL,-3.5
2024-02-05,6,2024,Central,SKU011,Metformin 500mg,Diabetes,295,775.0,228625.0,1.0,1.354,True,290.8,19.149412523625887,0.2193278772817794,False,NORMAL,1.4
2024-02-05,6,2024,Central,SKU012,Amlodipine 5mg,Cardiovascular,303,930.0,281790.0,1.0,1.354,True,246.4,47.705345612415385,1.1864498469385318,False,NORMAL,23.0
2024-02-05,6,2024,Central,SKU013,Vitamin C 500mg,Supplement,265,1860.0,492900.0,1.0,1.354,True,296.4,25.205158202241062,-1.245776747285328,False,NORMAL,-10.6
2024-02-05,6,2024,Central,SKU014,Zinc Supplement,Supplement,123,2480.0,305040.0,1.0,1.354,True,142.8,21.730163368000714,-0.9111758464345918,False,NORMAL,-13.9
2024-02-05,6,2024,Central,SKU015,Omeprazole 20mg,Gastrointestinal,153,1705.0,260865.0,1.0,1.354,True,200.4,19.781304304822775,-2.3962019525903386,True,DROP,-23.7
2024-02-05,6,2024,Eastern,SKU001,Paracetamol 500mg,Antipyretic,332,465.0,154380.0,1.0,1.354,True,323.6,31.453139747885263,0.26706395823535384,False,NORMAL,2.6
2024-02-05,6,2024,Eastern,SKU002,Ibuprofen 400mg,Antipyretic,186,620.0,115320.0,1.0,1.354,True,173.6,18.33848412492156,0.6761736638389159,False,NORMAL,7.1
2024-02-05,6,2024,Eastern,SKU003,Amoxicillin 500mg,Antibiotic,146,2635.0,384710.0,1.0,1.354,True,136.0,20.322401432901575,0.4920678313051229,False,NORMAL,7.4
2024-02-05,6,2024,Eastern,SKU004,Azithromycin 250mg,Antibiotic,119,3720.0,442680.0,1.0,1.354,True,99.4,16.68232597691341,1.174896116232493,False,NORMAL,19.7
2024-02-05,6,2024,Eastern,SKU005,Dengue Rapid Test Kit,Diagnostics,56,139500.0,7812000.0,1.0,1.354,True,50.0,5.244044240850758,1.1441551070947107,False,NORMAL,12.0
2024-02-05,6,2024,Eastern,SKU006,ORS Sachets,Rehydration,182,1085.0,197470.0,1.0,1.354,True,254.6,25.005999280172748,-2.9033032908052796,True,DROP,-28.5
2024-02-05,6,2024,Eastern,SKU007,Paediatric Paracetamol Syrup,Paediatric,137,1550.0,212350.0,1.0,1.354,True,150.2,17.824140933015542,-0.7405686506635343,False,NORMAL,-8.8
2024-02-05,6,2024,Eastern,SKU008,Children's Multivitamin,Paediatric,94,5580.0,524520.0,1.0,1.354,True,99.2,15.056560032092325,-0.34536441185213995,False,NORMAL,-5.2
2024-02-05,6,2024,Eastern,SKU009,Salbutamol Inhaler,Respiratory,68,10850.0,737800.0,1.0,1.354,True,70.8,10.183319694480774,-0.2749594517313996,False,NORMAL,-4.0
2024-02-05,6,2024,Eastern,SKU010,Cetirizine 10mg,Antihistamine,136,1240.0,168640.0,1.0,1.354,True,132.4,25.55973395792687,0.1408465364281901,False,NORMAL,2.7
2024-02-05,6,2024,Eastern,SKU011,Metformin 500mg,Diabetes,159,775.0,123225.0,1.0,1.354,True,170.2,14.686728703152381,-0.7625932381794459,False,NORMAL,-6.6
2024-02-05,6,2024,Eastern,SKU012,Amlodipine 5mg,Cardiovascular,153,930.0,142290.0,1.0,1.354,True,159.6,10.830512453249847,-0.6093894474974332,False,NORMAL,-4.1
2024-02-05,6,2024,Eastern,SKU013,Vitamin C 500mg,Supplement,146,1860.0,271560.0,1.0,1.354,True,167.6,8.234075540095564,-2.6232453048092035,True,DROP,-12.9
2024-02-05,6,2024,Eastern,SKU014,Zinc Supplement,Supplement,76,2480.0,188480.0,1.0,1.354,True,89.8,16.991174179555692,-0.8121863653545842,False,NORMAL,-15.4
2024-02-05,6,2024,Eastern,SKU015,Omeprazole 20mg,Gastrointestinal,87,1705.0,148335.0,1.0,1.354,True,116.0,32.39598740585013,-0.8951725914908563,False,NORMAL,-25.0
2024-02-05,6,2024,North Central,SKU001,Paracetamol 500mg,Antipyretic,230,465.0,106950.0,1.0,1.354,True,258.8,34.71599055190562,-0.8295888880641238,False,NORMAL,-11.1
2024-02-05,6,2024,North Central,SKU002,Ibuprofen 400mg,Antipyretic,144,620.0,89280.0,1.0,1.354,True,157.4,20.549939172659368,-0.6520700566271268,False,NORMAL,-8.5
2024-02-05,6,2024,North Central,SKU003,Amoxicillin 500mg,Antibiotic,126,2635.0,332010.0,1.0,1.354,True,101.0,11.067971810589327,2.2587697572631282,True,SPIKE,24.8
2024-02-05,6,2024,North Central,SKU004,Azithromycin 250mg,Antibiotic,73,3720.0,271560.0,1.0,1.354,True,77.2,7.39594483484024,-0.5678787624557406,False,NORMAL,-5.4
2024-02-05,6,2024,North Central,SKU005,Dengue Rapid Test Kit,Diagnostics,48,139500.0,6696000.0,1.0,1.354,True,38.4,4.560701700396552,2.1049392463368704,True,SPIKE,25.0
2024-02-05,6,2024,North Central,SKU006,ORS Sachets,Rehydration,203,1085.0,220255.0,1.0,1.354,True,174.8,28.569214199904064,0.9870765013934015,False,NORMAL,16.1
2024-02-05,6,2024,North Central,SKU007,Paediatric Paracetamol Syrup,Paediatric,120,1550.0,186000.0,1.0,1.354,True,142.4,16.56200470957547,-1.3524932755905599,False,NORMAL,-15.7
2024-02-05,6,2024,North Central,SKU008,Children's Multivitamin,Paediatric,87,5580.0,485460.0,1.0,1.354,True,79.4,6.465291950097844,1.1755076272905167,False,NORMAL,9.6
2024-02-05,6,2024,North Central,SKU009,Salbutamol Inhaler,Respiratory,60,10850.0,651000.0,1.0,1.354,True,53.0,5.099019513592785,1.372812945967288,False,NORMAL,13.2
2024-02-05,6,2024,North Central,SKU010,Cetirizine 10mg,Antihistamine,110,1240.0,136400.0,1.0,1.354,True,101.6,15.662056059151364,0.5363280509452572,False,NORMAL,8.3
2024-02-05,6,2024,North Central,SKU011,Metformin 500mg,Diabetes,113,775.0,87575.0,1.0,1.354,True,134.2,12.497999839974394,-1.6962714251437712,False,NORMAL,-15.8
2024-02-05,6,2024,North Central,SKU012,Amlodipine 5mg,Cardiovascular,109,930.0,101370.0,1.0,1.354,True,117.0,20.062402647738878,-0.39875582902338147,False,NORMAL,-6.8
2024-02-05,6,2024,North Central,SKU013,Vitamin C 500mg,Supplement,125,1860.0,232500.0,1.0,1.354,True,130.2,14.956603892595405,-0.3476725089025299,False,NORMAL,-4.0
2024-02-05,6,2024,North Central,SKU014,Zinc Supplement,Supplement,65,2480.0,161200.0,1.0,1.354,True,63.0,8.336666000266533,0.2399040575616269,False,NORMAL,3.2
2024-02-05,6,2024,North Central,SKU015,Omeprazole 20mg,Gastrointestinal,90,1705.0,153450.0,1.0,1.354,True,87.4,11.907980517283358,0.21834096858206387,False,NORMAL,3.0
2024-02-05,6,2024,North Western,SKU001,Paracetamol 500mg,Antipyretic,549,465.0,255285.0,1.0,1.354,True,653.0,16.248076809271915,-6.400757530925304,True,DROP,-15.9
2024-02-05,6,2024,North Western,SKU002,Ibuprofen 400mg,Antipyretic,298,620.0,184760.0,1.0,1.354,True,351.4,38.61735361207447,-1.3827980170889655,False,NORMAL,-15.2
2024-02-05,6,2024,North Western,SKU003,Amoxicillin 500mg,Antibiotic,227,2635.0,598145.0,1.0,1.354,True,251.2,36.03748048906861,-0.6715230829563869,False,NORMAL,-9.6
2024-02-05,6,2024,North Western,SKU004,Azithromycin 250mg,Antibiotic,220,3720.0,818400.0,1.0,1.354,True,203.4,18.514858897652985,0.896577181158225,False,NORMAL,8.2
2024-02-05,6,2024,North Western,SKU005,Dengue Rapid Test Kit,Diagnostics,87,139500.0,12136500.0,1.0,1.354,True,90.6,10.21273714534943,-0.35250099447035366,False,NORMAL,-4.0
2024-02-05,6,2024,North Western,SKU006,ORS Sachets,Rehydration,606,1085.0,657510.0,1.0,1.354,True,451.0,45.3596737201669,3.417132163609171,True,SPIKE,34.4
2024-02-05,6,2024,North Western,SKU007,Paediatric Paracetamol Syrup,Paediatric,337,1550.0,522350.0,1.0,1.354,True,330.4,40.63003814913297,0.16244139313319508,False,NORMAL,2.0
2024-02-05,6,2024,North Western,SKU008,Children's Multivitamin,Paediatric,205,5580.0,1143900.0,1.0,1.354,True,214.4,29.652993103563762,-0.31700004000170534,False,NORMAL,-4.4
2024-02-05,6,2024,North Western,SKU009,Salbutamol Inhaler,Respiratory,120,10850.0,1302000.0,1.0,1.354,True,141.6,20.839865642561136,-1.0364750123861854,False,NORMAL,-15.3
2024-02-05,6,2024,North Western,SKU010,Cetirizine 10mg,Antihistamine,274,1240.0,339760.0,1.0,1.354,True,268.2,37.365759727322555,0.15522232231662456,False,NORMAL,2.2
2024-02-05,6,2024,North Western,SKU011,Metformin 500mg,Diabetes,320,775.0,248000.0,1.0,1.354,True,346.4,54.390256480366034,-0.4853810536732794,False,NORMAL,-7.6
2024-02-05,6,2024,North Western,SKU012,Amlodipine 5mg,Cardiovascular,299,930.0,278070.0,1.0,1.354,True,291.4,48.075981529241815,0.1580830959296668,False,NORMAL,2.6
2024-02-05,6,2024,North Western,SKU013,Vitamin C 500mg,Supplement,414,1860.0,770040.0,1.0,1.354,True,325.0,12.349089035228468,7.207009338592353,True,SPIKE,27.4
2024-02-05,6,2024,North Western,SKU014,Zinc Supplement,Supplement,160,2480.0,396800.0,1.0,1.354,True,153.0,16.32482771731451,0.4287947242821821,False,NORMAL,4.6
2024-02-05,6,2024,North Western,SKU015,Omeprazole 20mg,Gastrointestinal,235,1705.0,400675.0,1.0,1.354,True,216.2,25.635912310662945,0.7333462438229819,False,NORMAL,8.7
2024-02-05,6,2024,Northern,SKU001,Paracetamol 500mg,Antipyretic,314,465.0,146010.0,1.0,1.354,True,309.6,30.721328096291664,0.14322297480788587,False,NORMAL,1.4
2024-02-05,6,2024,Northern,SKU002,Ibuprofen 400mg,Antipyretic,138,620.0,85560.0,1.0,1.354,True,176.8,23.88932816133598,-1.6241561812858523,False,NORMAL,-21.9
2024-02-05,6,2024,Northern,SKU003,Amoxicillin 500mg,Antibiotic,105,2635.0,276675.0,1.0,1.354,True,120.8,8.136338242723197,-1.9419055020396752,False,NORMAL,-13.1
2024-02-05,6,2024,Northern,SKU004,Azithromycin 250mg,Antibiotic,104,3720.0,386880.0,1.0,1.354,True,103.8,8.78635305459552,0.022762572680299593,False,NORMAL,0.2
2024-02-05,6,2024,Northern,SKU005,Dengue Rapid Test Kit,Diagnostics,49,139500.0,6835500.0,1.0,1.354,True,43.8,3.5637059362410928,1.4591551864924164,False,NORMAL,11.9
2024-02-05,6,2024,Northern,SKU006,ORS Sachets,Rehydration,220,1085.0,238700.0,1.0,1.354,True,230.6,12.700393694685218,-0.8346197964269263,False,NORMAL,-4.6
2024-02-05,6,2024,Northern,SKU007,Paediatric Paracetamol Syrup,Paediatric,156,1550.0,241800.0,1.0,1.354,True,158.8,13.349157276772193,-0.2097510683218984,False,NORMAL,-1.8
2024-02-05,6,2024,Northern,SKU008,Children's Multivitamin,Paediatric,102,5580.0,569160.0,1.0,1.354,True,93.0,7.416198487095664,1.2135597524338355,False,NORMAL,9.7
2024-02-05,6,2024,Northern,SKU009,Salbutamol Inhaler,Respiratory,61,10850.0,661850.0,1.0,1.354,True,68.6,9.555103348473002,-0.7953864780766131,False,NORMAL,-11.1
2024-02-05,6,2024,Northern,SKU010,Cetirizine 10mg,Antihistamine,112,1240.0,138880.0,1.0,1.354,True,120.0,17.233687939614086,-0.46420708254852755,False,NORMAL,-6.7
2024-02-05,6,2024,Northern,SKU011,Metformin 500mg,Diabetes,172,775.0,133300.0,1.0,1.354,True,171.2,25.820534463871965,0.0309830922020367,False,NORMAL,0.5
2024-02-05,6,2024,Northern,SKU012,Amlodipine 5mg,Cardiovascular,127,930.0,118110.0,1.0,1.354,True,147.4,14.046351839534706,-1.452334402060355,False,NORMAL,-13.8
2024-02-05,6,2024,Northern,SKU013,Vitamin C 500mg,Supplement,163,1860.0,303180.0,1.0,1.354,True,152.8,13.754999091239522,0.7415485768004382,False,NORMAL,6.7
2024-02-05,6,2024,Northern,SKU014,Zinc Supplement,Supplement,63,2480.0,156240.0,1.0,1.354,True,78.6,7.635443667528429,-2.0431032798189275,True,DROP,-19.8
2024-02-05,6,2024,Northern,SKU015,Omeprazole 20mg,Gastrointestinal,113,1705.0,192665.0,1.0,1.354,True,106.2,4.324349662087931,1.5724907862137922,False,NORMAL,6.4
2024-02-05,6,2024,Sabaragamuwa,SKU001,Paracetamol 500mg,Antipyretic,284,465.0,132060.0,1.0,1.354,True,237.2,16.589153082662175,2.821120509696912,True,SPIKE,19.7
2024-02-05,6,2024,Sabaragamuwa,SKU002,Ibuprofen 400mg,Antipyretic,144,620.0,89280.0,1.0,1.354,True,142.6,20.94755355644186,0.06683358017096336,False,NORMAL,1.0
2024-02-05,6,2024,Sabaragamuwa,SKU003,Amoxicillin 500mg,Antibiotic,113,2635.0,297755.0,1.0,1.354,True,104.8,9.5236547606473,0.8610139915910463,False,NORMAL,7.8
2024-02-05,6,2024,Sabaragamuwa,SKU004,Azithromycin 250mg,Antibiotic,80,3720.0,297600.0,1.0,1.354,True,83.0,15.6684396159924,-0.1914676938817808,False,NORMAL,-3.6
2024-02-05,6,2024,Sabaragamuwa,SKU005,Dengue Rapid Test Kit,Diagnostics,40,139500.0,5580000.0,1.0,1.354,True,40.4,4.560701700396551,-0.08770580193070263,False,NORMAL,-1.0
2024-02-05,6,2024,Sabaragamuwa,SKU006,ORS Sachets,Rehydration,209,1085.0,226765.0,1.0,1.354,True,196.8,22.487774456357393,0.5425170029020366,False,NORMAL,6.2
2024-02-05,6,2024,Sabaragamuwa,SKU007,Paediatric Paracetamol Syrup,Paediatric,122,1550.0,189100.0,1.0,1.354,True,116.8,12.13260071048248,0.42859730770726184,False,NORMAL,4.5
